번호,등록번호,자료명,저자,출판사,출판년도,청구기호,등록일,자료상태,소장처
14140,KM00007279,내 안에 사는 너. 1,오드리 니페네거 지음;나중길 옮김,살림출판사,2010,843 니894ㄴ v.1,2010-07-14,대출가능,도서관
14141,KM00007278,러브 & 팝,무라카미 류 지음; 한성례 옮김,태동출판사,2010,833.6 무292ㄹ,2010-07-14,대출가능,도서관
14142,KM00007277,죽도록 공부해도 죽지 않는다,정제원 지음,평단문화사,2010,199.1 정74ㅈ,2010-07-14,대출가능,도서관
14143,KM00007276,"습관, 66일의 기적",고봉익;김승;성기철 [같이]지음,새앙뿔,2010,373.4 고45ㅅ,2010-07-14,대출가능,도서관
14144,KM00007275,탈북 여대생,정수인,새움,2009,813.6 정56ㅌ,2010-07-14,대출가능,도서관
14145,KM00007274,핑퐁,박민규 지음,창비,2006,813.6 박38ㅍ,2010-07-14,대출가능,도서관
14146,KM00007273,퍼즐,권지예,민음사,2009,813.6 권78ㅍ,2010-07-14,대출가능,도서관
14147,KM00007272,(소설보다 재미있는) 조선왕조사,이병권 지음,평단,2008,911.05 이44ㅈ,2010-07-14,대출가능,도서관
14148,KM00007271,파크 라이프,요시다 슈이치 지음,노블마인,2010,833.6 요58ㅍ,2010-07-14,대출가능,도서관
14149,KM00007270,"직장인들이여, 땡땡이를 쳐라",마츠모토 유키오;강성욱,경성라인,2009,325.04 유878ㅈ,2010-07-14,대출가능,도서관
14150,KM00007269,(스티브 챈들러의)성공을 위한 10가지 약속,스티브 첸들러 지음; 한승희 옮김,경성라인,2010,199.1 첸27ㅅ,2010-07-14,대출가능,도서관
14151,KM00007263,승자는 혼자다. 2,파울로 코엘료;임호경,문학동네,2009,879 코64ㅅ v.2,2010-06-23,대출가능,도서관
14152,KM00007262,승자는 혼자다. 1,파울로 코엘료;임호경,문학동네,2009,879 코64ㅅ v.1,2010-06-23,대출가능,도서관
14153,KM00007260,팔묘촌,요코미조세이시 지음;정명원 옮김,시공사,2006,833.6 요875ㅍ,2010-06-23,대출가능,도서관
14154,KM00007259,파페포포 투게더,심승현 지음,홍익출판사,2003,818 심57ㅍ,2010-06-23,대출가능,도서관
14155,KM00007258,청춘 불패,이외수 글;정태련 그림,해냄,2009,814.6 이65ㅊ,2010-06-23,대출가능,도서관
14156,KM00007256,(네가 어떤 삶을 살든) 나는 너를 응원할 것이다,공지영 지음,오픈하우스,2008,814.6 공78ㄴ,2010-06-23,대출가능,도서관
14157,KM00007255,공무도하,김훈 지음,문학동네,2009,813.6 김96ㄱ,2010-06-23,대출가능,도서관
14158,KM00007254,시간 여행자의 아내. 2,오드리 니페네거;변용란,살림출판사,2009,843 니894ㅅ v.2,2010-06-23,대출가능,도서관
14159,KM00007253,시간 여행자의 아내. 1,오드리 니페네거;변용란,살림출판사,2009,843 니894ㅅ v.1,2010-06-23,대출가능,도서관
14160,KM00007252,파페포포 레인보우,심승현 글;그림,예담,2009,818 심57ㅍ,2010-06-23,대출가능,도서관
14161,KM00007251,파페포포 안단테,심승현,홍익출판사,2007,818 심57ㅍ,2010-06-23,대출가능,도서관
14162,KM00007250,천년의 금서,김진명,새움,2009,813.6 김78ㅊ,2010-06-23,대출가능,도서관
14163,KM00007249,이름 없는 자들의 도시,주제 사라마구 지음;송필환 옮김,해냄출판사,2008,879 사292ㅇ,2010-06-23,대출가능,도서관
14164,KM00007247,눈뜬 자들의 도시,주제 사라마구 지음,해냄,2007,879 사292ㄴ,2010-06-23,대출가능,도서관
14165,KM00007241,다 빈치 코드 2. 2,댄 브라운 지음;양선아 옮김,베텔스만,2004,843 브292ㄷ v.2 c.2,2012-07-16,대출가능,도서관
14166,KM00007239,꿈이 있는 거북이는 지치지 않습니다,김병만 지음,실크로드,2011,818 김493ㄲ c.2,2012-07-16,대출가능,도서관
14167,KM00007238,"17살,나를 바꾼 한권의 책",구진아 외38인지음,김영사,2008,818 구79ㅇ c.2,2012-07-16,대출가능,도서관
14168,KM00007229,전원교향악,앙드레 지드 작,풍림,1998,863 지27ㅈ,2010-06-09,대출가능,도서관
14169,KM00007218,한국현대시의 좌표,김영철,건국대학교출판부,2000,802 김64ㅎ,2010-06-09,대출가능,도서관
14170,KM00007216,김광균 연구,김학동 [외]저,국학자료원,2002,811.609 김92ㄱ,2010-06-09,대출가능,도서관
14171,KM00007213,차마 소중한 사람아. 3,세계의 시인들 지음,명진출판,1993,808.1 세14ㅊ,2010-06-09,대출가능,도서관
14172,KM00007212,외딴 마을의 빈집이 되고 싶다,이해인 지음,열림원,1999,811.6 이92ㅇ,2010-06-09,대출가능,도서관
14173,KM00007210,나와 같이 술 한잔 미쳐 볼랍니까,건국대학교 국어국문학과,털보인쇄문화,2001,811.6 국64ㄴ,2010-06-09,대출가능,도서관
14174,KM00007191,껄껄,이외수 지음;하창수 글,가서원교육연구소,1997,814.6 이66ㄲ,2010-06-09,대출가능,도서관
14175,KM00007189,무소의  뿔처럼 혼자서 가라 ,공지영,문예마당,1994,813.6 공78ㅁ,2010-06-09,대출가능,도서관
14176,KM00007173,착한 여자 . 하,공지영 지음,한겨레신문사,1997,813.6 공79ㅊ v.하,2010-06-08,대출가능,도서관
14177,KM00007172,착한 여자 . 상,공지영 지음,한겨레신문사,1997,813.6 공79ㅊ v.상,2010-06-08,대출가능,도서관
14178,KM00007170,매디슨 카운티의 다리,로버트 제임스 윌러 지음;공경희 옮김,시공사,1997,843 윌293ㅁ,2010-06-08,대출가능,도서관
14179,KM00007161,왈왈,풍몽용 지음;이필연 옮김,문예산책,1995,199.1 풍35ㅇ,2010-06-08,대출가능,도서관
14180,KM00007155,"여성이여,테러리스트가 돼라",전여옥 지음,푸른숲,1995,337.1 전64ㅇ,2010-06-08,대출가능,도서관
14181,KM00007154,이상,김승희 편저,문학세계사,1993,811.09 문91ㅎ,2010-06-08,대출가능,도서관
14182,KM00007152,국어연구원에 물어 보았어요,국립국어연구원,국립국어연구원,1999,713 국298ㄱ,2010-06-08,대출가능,도서관
14183,KM00007150,일탈 큰탈 해탈,박혜숙 지음,문학아카데미,2001,811.6 박94ㅇ,2010-06-08,대출가능,도서관
14184,KM00007149,오늘 그대에게 하고픈 말,용혜원,베드로 서원,1992,811.6 용94ㅇ,2010-06-08,대출가능,도서관
14185,KM00007148,흰 눈썹에 달 이즐면,사람과 시,정문,1996,811.6 시52ㅎ,2010-06-08,대출가능,도서관
14186,KM00007146,당신의 소원을 이루십시오,존 맥도널드,정신세계사,2000,844.6 맥25ㄷ,2010-06-08,대출가능,도서관
14187,KM00007143,물소리 하나 바다에 가 닿을 즈음,사람과시,정문,2001,811.6 사292ㅁ,2010-06-08,대출가능,도서관
14188,KM00007142,"콩, 너는 죽었다",김용택 지음,실천문학사,1998,811.8 김66ㅋ,2010-06-08,대출가능,도서관
14189,KM00007141,돌아가고 싶은 날들의 풍경,이정하 지음,고려문화사,2001,814.6 이73ㄷ,2010-06-08,대출가능,도서관
14190,KM00007139,참으로 사람답게 살기위하여,김수환 말씀;신치구 엮음,사람과 사람,1994,814.6 김57ㅊ,2010-06-08,대출가능,도서관
14191,KM00007138,모순,양귀자 지음,살림,1998,813.6 양16ㅁ,2010-06-08,대출가능,도서관
14192,KM00007136,죽지 않는 도시. 1,이형기 지음,고려원,1995,811.6 이94ㅈ v.1,2010-06-08,대출가능,도서관
14193,KM00007135,추억여행,유홍선,청하,1990,811.6 유95ㅊ,2010-06-08,대출가능,도서관
14194,KM00007134,두어톨 이슬로도얼굴 씻고,사람과시,도서출판정문,2003,811.6 사292ㄷ,2010-06-08,대출가능,도서관
14195,KM00007133,그눈들이별이되어,사람과시,도서출판 정문,2000,811.6 사292ㄱ,2010-06-08,대출가능,도서관
14196,KM00007132,그리운 바다 성산포,이생진,동천사,1994,811.6 이53ㄱ,2010-06-08,대출가능,도서관
14197,KM00007131,비와바람의숲에서,풀꽃동인지,맑은물,2003,811.6 풀15ㅂ,2010-06-08,대출가능,도서관
14198,KM00007129,외눈박이 물고기의 사랑,류시화 저,도서출판 열림원,2000,811.6 류59ㅇ,2010-06-08,대출가능,도서관
14199,KM00007127,외딴 방. 2,신경숙 지음,문학동네,1996,813.6 신14ㅇ v.2,2010-06-08,대출가능,도서관
14200,KM00007124,수녀와가문비나무이야기,줄리 샐러먼,해냄출판사,1996,843 샐294ㅅ,2010-06-08,대출가능,도서관
14201,KM00007121,검푸른 비밀,류진 지음,이가서,2005,813.6 류78ㄱ,2010-06-08,대출가능,도서관
14202,KM00007120,각의유희. 2,가선,yourose,2003,813.6 가54ㄱ v.2,2010-06-08,대출가능,도서관
14203,KM00007119,각의유희. 1,가선,yourose,2003,813.6 가54ㄱ v.1,2010-06-08,대출가능,도서관
14204,KM00007117,잠자는숲속의왕자,한율하,두레,2007,813.6 한66ㅈ,2010-06-08,대출가능,도서관
14205,KM00007115,천사의미소,권은희,이가서,2005,813.6 권67ㅊ,2010-06-08,대출가능,도서관
14206,KM00007114,오닉스,황아연,하얀새,2007,813.6 황62ㅇ,2010-06-08,대출가능,도서관
14207,KM00007112,유리상자,한시윤 지음,청어람,2004,813.6 한58ㅇ,2010-06-08,대출가능,도서관
14208,KM00007111,이심전심,우영주 지음,환상미디어,2006,813.6 우64ㅇ,2010-06-08,대출가능,도서관
14209,KM00007110,히치하이커 교습사육기,이윤아,청람,2005,813.6 이66ㅎ,2010-06-08,대출가능,도서관
14210,KM00007108,가시정원,이조영,신영미디어,2008,813.6 이75ㄱ,2010-06-08,대출가능,도서관
14211,KM00007107,그래도 좋아,김미경 지음,어울림,2009,813.6 김38ㄱ,2010-06-08,대출가능,도서관
14212,KM00007106,댄싱 퀸,오예은 지음,신영미디어,2003,813.6 오64ㄷ,2010-06-08,대출가능,도서관
14213,KM00007102,계란 한판,김혜연,발해(동아&발해),2009,813.6 김94ㄱ,2010-06-08,대출가능,도서관
14214,KM00007100,악당 클리닉,홍윤정 지음,청어람,2006,813.6 홍66ㅇ,2010-06-08,대출가능,도서관
14215,KM00007099,두 개의 문. 1,최수선 지음,대현문화사,2004,813.6 최57ㄷ v.1,2010-06-08,대출가능,도서관
14216,KM00007098,내 사랑 금반지,민서희,대명종,2008,813.6 민54ㄴ,2010-06-08,대출가능,도서관
14217,KM00007095,알 수 없는 그녀,김수경 지음,대명종,2007,813.6 김56ㅇ,2010-06-08,대출가능,도서관
14218,KM00007094,오아시스 내청춘,이조영,청어람,2005,813.6 이75ㅇ,2010-06-08,대출가능,도서관
14219,KM00007092,눈을 감으면,나인 지음,신영미디어,2006,813.6 나68ㄴ,2010-06-08,대출가능,도서관
14220,KM00007091,나니아나라이야기. 2: 사자와마녀와 옷장,C.S. 루이스,시공주니어,2005,843 루68ㅅ,2010-06-04,대출가능,도서관
14221,KM00007090,나니아나라이야기. 3: 말과소년,C.S. 루이스,시공주니어,2005,843 루68ㅁ,2010-06-04,대출가능,도서관
14222,KM00007089,나니아나라이야기. 1: 마법사의 조카,C.S. 루이스,시공주니어,2005,843 루68ㅁ,2010-06-04,대출가능,도서관
14223,KM00007088,나니아나라이야기. 4: 캐스피언왕자,C.S. 루이스,시공주니어,2005,843 루68ㅋ,2010-06-04,대출가능,도서관
14224,KM00007087,나니아나라이야기. 5: 새벽출정호의항해,C.S. 루이스,시공출판사,2005,843 루68ㅅ,2010-06-04,대출가능,도서관
14225,KM00007086,나니아나라이야기. 6: 은의자,C.S. 루이스,시공주니어,2005,843 루68ㅇ,2010-06-04,대출가능,도서관
14226,KM00007085,나니아나라이야기. 7: 마지막전투,C.S. 루이스,시공주니어,2005,843 루68ㅁ,2010-06-04,대출가능,도서관
14227,KM00007084,버드나무에 부는 바람,케네스 그레이엄,시공주니어,2005,843 그294ㅂ,2010-06-04,대출가능,도서관
14228,KM00007083,발칙한 그들. 2,박현희,동아출판사,2008,813.6 박94ㅂ v.2,2010-06-04,대출가능,도서관
14229,KM00007082,발칙한 그들. 1,박현희,동아출판사,2008,813.6 박94ㅂ v.1,2010-06-04,대출가능,도서관
14230,KM00007077,동경애. 2,이지나,마야,2005,813.6 이78ㄷ v.2,2010-06-04,대출가능,도서관
14231,KM00007076,동경애. 1,이지나,마야,2005,813.6 이78ㄷ v.1,2010-06-04,대출가능,도서관
14232,KM00007074,비타민,서야 지음,청어람,2007,813.6 서63ㅂ,2010-06-04,대출가능,도서관
14233,KM00007073,블루 로즈,모결솔 지음,이가서,2005,813.6 모14ㅂ,2010-06-04,대출가능,도서관
14234,KM00007072,야래향,하루가,두레,2006,813.6 하296ㅇ,2010-06-04,대출가능,도서관
14235,KM00007071,"그녀, 그에게 태클 걸다",김정숙,나래,2005,813.6 김74ㄱ,2010-06-04,대출가능,도서관
14236,KM00007070,달콤한 나의 연인,이신유,두레,2007,813.6 이58ㄷ,2010-06-04,대출가능,도서관
14237,KM00007069,사랑의 그림자,서연후,눈과 마음,2006,813.6 서64ㅅ,2010-06-04,대출가능,도서관
14238,KM00007068,못난이 걸,김에스터 지음,하얀새,2007,813.6 김642못,2010-06-04,대출가능,도서관
14239,KM00007067,별과 같이 살다,이화지,예님,2006,813.6 이95ㅂ,2010-06-04,대출가능,도서관
14240,KM00007066,싱글파파,최지영,대명종,2007,813.6 최78ㅅ,2010-06-04,대출가능,도서관
14241,KM00007064,로맨틱 Red,김하영,신영미디어,2005,813.6 김92ㄹ,2010-06-04,대출가능,도서관
14242,KM00007063,위험한 대결. 5: 공포의학교,레모니 스니켓,문학동네,2005,843 스198ㅇ v.5,2010-06-04,대출가능,도서관
14243,KM00007062,위험한 대결. 4: 수상한 제재소,레모니 스니켓,문학동네,2005,843 스198ㅇ v.4,2010-06-04,대출가능,도서관
14244,KM00007061,위험한 대결. 3: 눈물샘 호수의비밀,레모니 스니켓,문학동네,2005,843 스198ㅇ v.3,2010-06-04,대출가능,도서관
14245,KM00007060,위험한 대결. 2: 파충류의 방,레모니 스니켓,문학동네,2005,843 스198ㅇ v.2,2010-06-04,대출가능,도서관
14246,KM00007059,위험한 대결. 1: 눈동자의 집,레모니 스니켓,문학동네,2005,843 스198ㅇ v.1,2010-06-04,대출가능,도서관
14247,KM00007058,오르바의 연가,강윤경,동아,2007,813.6 강66ㅇ,2010-06-03,대출가능,도서관
14248,KM00007057,하늘의 대통령,남궁연숙 지음,마야,2006,813.6 남16ㅎ,2010-06-03,대출가능,도서관
14249,KM00007056,"오래 오래, 그 후",정선화 지음,청어람,2004,813.6 정54ㅇ,2010-06-03,대출가능,도서관
14250,KM00007055,연애일기,유진숙,영언문화사,2004,813.6 유78ㅇ,2010-06-03,대출가능,도서관
14251,KM00007054,리나가 돌아왔다,홍윤정,청어람,2008,813.6 홍66ㄹ,2019-04-15,대출가능,도서관
14252,KM00007053,천사와의 전쟁,송지은,디앤씨미디어,2007,813.6 송78ㅊ,2010-06-03,대출가능,도서관
14253,KM00007036,지도 밖으로 행군하라,한비야 지음,푸른숲,2005,816 한48ㅈ c.6,2010-05-11,대출가능,도서관
14254,KM00007031,미래를 바라보며,이케다 다이사쿠 저자,연합뉴스 동북아센타,2009,834 이874ㅁ,2010-04-15,대출가능,도서관
14255,KM00007030,걸었던 자리마다 별이 빛나다,박형준;이장욱,창비,2009,811.6 박94ㄱ,2010-04-15,대출가능,도서관
14256,KM00007029,21세기 신고전 42선,박이문;표정훈 외지음,동아일보사,2006,808 박68ㅅ,2010-04-15,대출가능,도서관
14257,KM00007028,열아홉살을 위한 필독서 49선,이문열 외지음;이주한 일러스트,동아일보사,2006,802 외78ㅇ,2010-04-15,대출가능,도서관
14258,KM00007026,세계평화의 교향곡,이케다 다이사쿠,천우,2009,831.6 이874ㅅ c.2,2010-04-15,대출가능,도서관
14259,KM00007024,배꼽 빠지는 중국인 유머,임유진 엮음,미래문화사,2004,817 임67ㅂ,2012-07-16,대출가능,도서관
14260,KM00007023,포엠툰,정헌재 글·그림,솜,2004,818 정93ㅍ,2010-04-15,대출가능,도서관
14261,KM00007020,풀무청소년특강1,풀무학교,그물코,2007,814 풀778풀,2010-04-15,대출가능,도서관
14262,KM00007018,세상에서 가장 쉽게 배우는 논술,이만기 지음,미디어윌,2005,802 이32ㅅ,2010-04-15,대출가능,도서관
14263,KM00007007,배려,한상복,위즈덤 하우스,2006,199.1 한52ㅂ c.2,2010-04-09,대출가능,도서관
14264,KM00007006,오 자히르,파울로 코엘료 지음;최정수 옮김,문학동네,2005,879 코64ㅇ,2010-03-11,대출가능,도서관
14265,KM00007004,친정 엄마,고혜정 지음,나남,2005,814.6 고94ㅊ,2010-03-11,대출가능,도서관
14266,KM00007003,신곡. 2,단테 지음,하서,2005,850 단884ㅅ v.2,2010-03-11,대출가능,도서관
14267,KM00007002,"16살, 네 꿈이 평생을 결정한다",김재헌 지음,팝콘북스,2006,199.5 김73ㅅ,2010-03-11,대출가능,도서관
14268,KM00007000,불안,알랭 드 보통 지음;정영목 옮김,이레,2005,330.4 보885ㅂ,2010-03-11,대출가능,도서관
14269,KM00006999,인디언 기우제,고영건 지음,정신세계원,2004,372.68 고64ㅇ,2010-03-11,대출가능,도서관
14270,KM00006998,(한국 근대 기업의 선구자)수당 김연수,유영수,홍익출판사,2009,991.1 유64ㅅ,2010-03-11,대출가능,도서관
14271,KM00006997,(집념의 기업인)금호 박인천,유영수,홍익출판사,2009,991.1 유64ㄱ,2010-03-11,대출가능,도서관
14272,KM00006994,10년을 앞을 내다본 경영인 최종현,유영수,홍익출판사,2009,991.1 유64ㅇ,2010-03-11,대출가능,도서관
14273,KM00006993,10년을 앞을 내다본 경영인 최종현,유영수,홍익출판사,2009,991.1 유64ㅇ,2010-03-11,대출가능,도서관
14274,KM00006988,(집념의 기업인)금호 박인천,유영수,홍익출판사,2009,991.1 유64ㄱ,2010-03-11,대출가능,도서관
14275,KM00006986,이야기로 풀어 읽는 시의 세계,김용락 편저,이상사,1998,811.609 김65ㅇ,2010-03-11,대출가능,도서관
14276,KM00006985,오두막편지,법정 저,이레,2000,814.6 법74ㅇ,2010-03-11,대출가능,도서관
14277,KM00006984,감사의 힘,데보라 노빌;김용남,위즈덤하우스,2008,320 노48ㄱ,2010-03-11,대출가능,도서관
14278,KM00006983,문장. 1,최인호 글;이보름 그림,랜덤하우스중앙,2006,818 최68ㅁ v.1,2010-03-11,대출가능,도서관
14279,KM00006981,나는 나무처럼 살고 싶다,우종영,걷는나무(웅진씽크빅),2009,814.6 우75ㄴ,2010-03-11,대출가능,도서관
14280,KM00006978,빠르게 읽는 현대소설. 2: 성장:아픈 만큼 성숙해지다,김승구...[등]엮음,천재교육,2006,813.6 김57ㅃ v.2,2010-03-11,대출가능,도서관
14281,KM00006974,아침엽서,안도현,늘푸른소나무,2002,818 안25ㅇ,2010-03-11,대출가능,도서관
14282,KM00006973,선택,스펜서 존슨;콘스턴스 존슨 [공]지음,비즈니스북스,2007,199.1 존57ㅁ,2010-03-11,대출가능,도서관
14283,KM00006971,백두대간 능선따라,최석호 지음,상상나무,2009,981.102 최54ㅂ,2010-01-30,대출가능,도서관
14284,KM00006970,브리싱거. 2,크리스토퍼 파올리니 지음;정영목 옮김,청미래,2009,843 파65ㅂ v.2,2010-01-30,대출가능,도서관
14285,KM00006969,브리싱거. 1,크리스토퍼 파올리니 지음;정영목 옮김,청미래,2009,843 파65ㅂ v.1,2010-01-30,대출가능,도서관
14286,KM00006968,나는 가능성이다,패트릭 헨리 휴스;패트릭 존 휴스;브라이언트 스탬퍼드 지음;이수정 옮김,문학동네,2009,990.99 휴57ㄴ c.2,2010-01-30,대출가능,도서관
14287,KM00006967,열하일기. 3,박지원 지음;김혈조 옮김,돌베개,2009,816.5 박78ㅇ v.3 c.2,2010-01-30,대출가능,도서관
14288,KM00006966,열하일기. 2,박지원 지음;김혈조 옮김,돌베개,2009,816.5 박78ㅇ v.2 c.2,2010-01-30,대출가능,도서관
14289,KM00006964,(김홍신의 청소년)대발해. 5: 발해여 발해여,김홍신 지음,아리샘,2009,813.6 김95ㄷ v.5,2010-01-30,대출가능,도서관
14290,KM00006963,(김홍신의 청소년)대발해. 4: 동경천도와 역모,김홍신 지음,아리샘,2009,813.6 김95ㄷ v.4,2010-01-30,대출가능,도서관
14291,KM00006962,(김홍신의 청소년)대발해. 3: 등주와 장성을 정벌하다,김홍신 지음,아리샘,2009,813.6 김95ㄷ v.3,2010-01-30,대출가능,도서관
14292,KM00006961,(김홍신의 청소년)대발해. 2: 개국 황제 대조영,김홍신 지음,아리샘,2009,813.6 김95ㄷ v.2,2010-01-30,대출가능,도서관
14293,KM00006960,(김홍신의 청소년)대발해. 1: 혈로를 뚫고,김홍신 지음,아리샘,2009,813.6 김95ㄷ v.1,2010-01-30,대출가능,도서관
14294,KM00006959,"가시나무 성에서, 천일야화",조은애 지음,청어람,2009,813.6 조67ㄱ,2010-01-30,대출가능,도서관
14295,KM00006957,미스터리 박물관,라인하르트 하베크 지음;김희상 옮김,갤리온,2008,902.5 하44ㅁ,2010-01-30,대출가능,도서관
14296,KM00006955,좋은 사진,진동선 글.사진,북스코프,2009,660.4 진25ㅈ,2010-01-30,대출가능,도서관
14297,KM00006953,"괜찮아, 네가 있으니까",안도현 외 [지음],마음의숲,2009,818 안25ㄱ,2010-01-30,대출가능,도서관
14298,KM00006952,퇴계에게 공부법을 배우다,설흔 지음,예담,2009,813.6 설97ㅌ,2010-01-30,대출가능,도서관
14299,KM00006951,최고의 삶을 살아라,바버라 셔 지음;김정민 옮김,21세기북스,2009,325.04 셔42ㅊ,2010-01-30,대출가능,도서관
14300,KM00006949,백석의 맛,소래섭 지음,프로네시스,2009,594.504 소293ㅂ,2010-01-30,대출가능,도서관
14301,KM00006948,바다기담,김지원 엮음,청아출판사,2009,388.311 김78ㅂ,2010-01-30,대출가능,도서관
14302,KM00006946,내 삶에 비겁하지 않기,박동식 글.사진,청년정신,2009,816.6 박25ㄴ,2010-01-30,대출가능,도서관
14303,KM00006944,(내게 힘이 되어주는)간절한 한마디,최복현 지음,에스제이소울,2009,199.1 최45ㄱ,2010-01-30,대출가능,도서관
14304,KM00006940,아들은 멋진 아버지를 본받는다,임종인 지음,책든사자,2009,325.04 임75ㅇ,2010-01-30,대출가능,도서관
14305,KM00006938,(조선 여형사)다모. 5,방학기 지음,천년의시작,2003,813.8 방92ㄷ v.5,2010-01-30,대출가능,도서관
14306,KM00006937,(조선 여형사)다모. 4,방학기 지음,천년의시작,2003,813.8 방92ㄷ v.4,2010-01-30,대출가능,도서관
14307,KM00006936,(조선 여형사)다모. 3,방학기 지음,천년의시작,2003,813.8 방92ㄷ v.3,2010-01-30,대출가능,도서관
14308,KM00006935,(조선 여형사)다모. 2,방학기 지음,천년의시작,2003,813.8 방92ㄷ v.2,2010-01-30,대출가능,도서관
14309,KM00006934,(조선 여형사)다모. 1,방학기 지음,천년의시작,2003,813.8 방92ㄷ v.1,2010-01-30,대출가능,도서관
14310,KM00006932,비전의 사람,이재철 지음,홍성사,2004,235.2 이73ㅂ,2010-01-30,대출가능,도서관
14311,KM00006929,전쟁과 역사. 2: 거란·여진과의 전쟁,임용한 지음,혜안,2004,911.03 임65ㅈ v.2,2010-01-30,대출가능,도서관
14312,KM00006928,교과서를 만든 세계사 인물들,우경윤 지음,글담,2009,990 우14ㄱ,2010-01-30,대출가능,도서관
14313,KM00006925,낮은 데로 임하소서,이청준 지음,홍성사,2002,813.6 이83ㄴ,2010-01-30,대출가능,도서관
14314,KM00006923,달콤 쌉싸름한 초콜릿,라우라 에스키벨 지음;권미선 옮김,민음사,2004,808 세14 v.108,2010-01-30,대출가능,도서관
14315,KM00006922,내가 아직 아이였을 때,김연수 지음,문학동네,2002,813.6 김64ㄴ c.2,2010-01-30,대출가능,도서관
14316,KM00006921,내가 아직 아이였을 때,김연수 지음,문학동네,2002,813.6 김64ㄴ,2010-01-30,대출가능,도서관
14317,KM00006920,코끼리에게 물을,새러 그루언 지음;김정아 옮김,두드림,2007,843 그296ㅋ c.2,2010-01-30,대출가능,도서관
14318,KM00006919,코끼리에게 물을,새러 그루언 지음;김정아 옮김,두드림,2007,843 그296ㅋ,2010-01-30,대출가능,도서관
14319,KM00006918,입 속의 검은 잎,기형도 지음,문학과지성사,2003,811.6 기94ㅇ c.2,2010-01-30,대출가능,도서관
14320,KM00006917,입 속의 검은 잎,기형도 지음,문학과지성사,2003,811.6 기94ㅇ,2010-01-30,대출가능,도서관
14321,KM00006915,참을 수 없는 존재의 가벼움,밀란 쿤데라 지음;이재룡 옮김,민음사,2009,808 세14 v.234,2010-01-30,대출가능,도서관
14322,KM00006914,내 이름은 빨강. 2,오르한 파묵 지음;이난아 옮김,민음사,2009,839.4 파36ㄴ v.2,2010-01-30,대출가능,도서관
14323,KM00006913,내 이름은 빨강. 1,오르한 파묵 지음;이난아 옮김,민음사,2009,839.4 파36ㄴ v.1,2010-01-30,대출가능,도서관
14324,KM00006912,천 개의 찬란한 태양,할레드 호세이니 지음;왕은철 옮김,현대문학,2007,843 호54ㅊ c.3,2010-01-30,대출가능,도서관
14325,KM00006910,남한산성,김훈 지음,학고재,2007,813.6 김96ㄴ c.2,2010-01-30,대출가능,도서관
14326,KM00006909,남한산성,김훈 지음,학고재,2007,813.6 김96ㄴ,2010-01-30,대출가능,도서관
14327,KM00006908,달을 먹다,김진규 지음,문학동네,2007,813.6 김78ㄷ c.2,2010-01-30,대출가능,도서관
14328,KM00006906,그대 언제 이 숲에 오시렵니까,도종환 지음,좋은생각,2007,814.6 도75ㄱ c.3,2010-01-30,대출가능,도서관
14329,KM00006905,그대 언제 이 숲에 오시렵니까,도종환 지음,좋은생각,2007,814.6 도75ㄱ c.2,2010-01-30,대출가능,도서관
14330,KM00006903,리스본행 야간열차. 2,파스칼 메르시어 지음;전은경 옮김,들녘,2009,853 메297ㄹ v.2,2010-01-30,대출가능,도서관
14331,KM00006902,리스본행 야간열차. 1: 2,파스칼 메르시어 지음;전은경 옮김,들녘,2009,853 메297ㄹ v.1 c.2,2010-01-30,대출가능,도서관
14332,KM00006900,책도둑. 2,마커스 주삭 지음;정영목 옮김,문학동네,2008,843 주52ㅊ v.2,2010-01-30,대출가능,도서관
14333,KM00006899,책도둑. 1,마커스 주삭 지음;정영목 옮김,문학동네,2008,843 주52ㅊ v.1,2010-01-30,대출가능,도서관
14334,KM00006898,명랑한 밤길,공선옥 지음,창비,2009,813.6 공54ㅁ c.2,2010-01-30,대출가능,도서관
14335,KM00006897,명랑한 밤길,공선옥 지음,창비,2009,813.6 공54ㅁ,2010-01-30,대출가능,도서관
14336,KM00006896,타샤의 정원,타샤 튜더;토바 마틴 [공]저,윌북,2006,848 튜24ㅌ c.3,2010-01-30,대출가능,도서관
14337,KM00006895,타샤의 정원,타샤 튜더;토바 마틴 [공]저,윌북,2006,848 튜24ㅌ c.2,2010-01-30,대출가능,도서관
14338,KM00006894,가재미,문태준 지음,문학과지성사,2006,811.6 문883ㄱ c.2,2010-01-30,대출가능,도서관
14339,KM00006893,가재미,문태준 지음,문학과지성사,2006,811.6 문883ㄱ,2010-01-30,대출가능,도서관
14340,KM00006892,새들은 페루에 가서 죽다,로맹 가리 지음;김남주 옮김,문학동네,2007,863 가298ㅅ c.2,2010-01-30,대출가능,도서관
14341,KM00006891,새들은 페루에 가서 죽다,로맹 가리 지음;김남주 옮김,문학동네,2007,863 가298ㅅ,2010-01-30,대출가능,도서관
14342,KM00006890,갈대는 속으로 조용히 울고 있었다,신경림 엮음,글로세움,2007,811.608 신14ㄱ c.2,2010-01-30,대출가능,도서관
14343,KM00006889,갈대는 속으로 조용히 울고 있었다,신경림 엮음,글로세움,2007,811.608 신14ㄱ,2010-01-30,대출가능,도서관
14344,KM00006888,사랑하라 한번도 상처받지 않은 것처럼,류시화 엮음,오래된미래,2005,811.6 류58ㅅ c.3,2010-01-30,대출가능,도서관
